,ra,dec
407,46.664671000000006,-31.514996000000004
408,52.127875,-39.507567
409,49.135936,-17.061584
410,82.13964,-24.684877
411,38.532509000000005,-18.831062
412,337.298947,-60.455923
413,38.609054,-11.145091
414,20.937841,0.34757899999999997
415,7.903341999999999,-35.631995
416,54.610046,-65.42139499999999
417,53.532736,-36.069872
418,13.129244,-36.142721
419,49.284952000000004,-32.568635
420,350.282414,-62.046519999999994
421,96.19584,-56.77887
422,18.458095,-45.507276
423,88.34997,-52.330918
424,333.39842200000004,-57.364758
425,354.31811,-51.717432
426,45.2352,-49.75662
427,43.221142,-24.067497
428,355.66326499999997,-58.673767000000005
429,314.369221,-42.425968
430,27.908657,-36.213122999999996
431,315.95808,-63.701944999999995
432,314.95280299999996,-53.54231
433,0.922259,-54.65315
434,28.476128000000003,-14.214220999999998
435,37.013399,-25.677305
436,85.194603,-53.88550600000001
437,89.686309,-23.374795000000002
438,331.587441,-45.010038
439,342.820567,-45.75482
440,345.51760099999996,2.375317
441,41.988129,-25.645698
442,23.432526,-50.787561
443,80.53334699999999,-22.77192
444,69.135597,-40.093529
445,61.33896,-39.193118
446,57.140266000000004,-39.530257
447,10.25502,-4.915795
448,48.196689,-49.573563
449,332.030507,-64.76639899999999
450,34.184582,-34.414271
451,319.945169,-47.812715000000004
452,11.367104,-25.355929
453,333.094446,-0.5187849999999999
454,19.234726000000002,-20.844891
455,32.370321000000004,0.883238
456,25.297316,-4.94462
457,351.16251,-51.429094
458,33.629127000000004,-26.740013
459,8.585733,-62.69089
460,83.512919,-22.559888
461,305.732659,-44.092281
462,62.145551,-20.949357
463,76.624736,-17.856023999999994
464,22.753334,-30.266728
465,95.158921,-43.99617
466,315.216672,-48.538976
467,58.910908,-46.930276
468,26.332671,-11.160038
469,29.283748,-32.127056
470,88.762027,-43.699668
471,8.908006,-29.785384000000004
472,54.887322999999995,-18.121064
473,325.34531,-48.915214
474,46.598397999999996,-12.141119
475,29.987385999999997,-39.545333
476,50.235199,-25.187057
477,359.901905,-61.011508
478,29.391935999999998,-9.6719
479,23.098938,-16.496579
480,19.999685,3.388402
481,41.235901,-55.529481999999994
482,306.269923,-44.70712
483,28.301617999999998,-28.661409000000003
484,17.591326000000002,-22.973360999999997
485,39.505182,-18.896435
486,346.00276099999996,-45.741919
487,47.394982,-52.82249
488,67.627104,-26.607090999999997
489,25.994709,-30.155914000000003
490,81.748954,-29.12182
491,62.34751899999999,-21.773707
492,63.169915,-49.151758
493,35.236925,-10.297423
494,88.722883,-45.884228
495,59.190788,-52.107284
496,60.097432,-40.314332
497,33.813586,-37.155513
498,34.069852000000004,-20.043828
499,56.812129000000006,-25.210403
500,96.625185,-49.135807
501,28.667719,4.971094
502,70.781304,-40.947734000000004
503,352.62399700000003,0.125361
504,349.519631,-58.261123
505,53.600356999999995,-11.481021
506,302.460225,-57.834769
507,51.067527,-19.458419
508,338.19311600000003,-41.42846
509,348.64756,-43.605702
510,40.026008000000004,-25.209458
511,15.048331,-21.460136
512,317.236582,-43.440447999999996
513,41.272929,3.129221
514,81.324331,-21.885301000000002
515,21.769961,-38.780471999999996
516,327.117577,-43.327284000000006
517,24.182029999999997,-46.869751
518,95.416527,-50.924262
519,11.575894,-63.532551
520,48.223305,-15.226648
521,51.858518,-55.706864
522,52.288032,-52.864548
523,0.397412,-49.577404
524,321.89842999999996,-1.181116
525,329.08327,-1.164854
526,332.13529900000003,-0.90638
527,41.21389,-55.824225
528,34.854541,-8.410299
529,29.152998999999998,-39.189601
530,30.052622999999997,-44.250109
531,30.187859000000003,-65.481158
532,35.377663,-32.972889
533,19.406607,-43.740188
534,335.49256299999996,-46.745490000000004
535,51.516677,-13.775044
536,61.760327000000004,-27.866576000000002
537,306.067837,-43.641871
538,355.725666,1.750634
539,82.61771800000001,-47.291453000000004
540,44.797037,-32.071133
541,90.427076,-28.853825
542,72.17303100000001,-20.321894
543,81.6352,-30.489409999999996
544,92.15932600000001,-48.977725
545,325.793043,0.502746
546,0.8294290000000001,-35.930403999999996
547,306.523401,-59.58064399999999
548,49.29722,-41.028937
549,52.426035,-59.469891000000004
550,326.981829,0.39282
551,78.62104599999999,-32.642315
552,7.693168999999998,2.953547
553,71.777516,-21.270906
554,56.968074,-32.370858
555,90.196587,-40.182255
556,91.078764,-38.472331
557,37.166876,-35.082667
558,70.964138,-49.724104
559,36.129936,-54.763808999999995
560,8.311313,-45.982527000000005
561,90.185627,-37.106183
562,349.22174,-45.49579
563,37.159046999999994,-16.609232000000002
564,71.833405,-57.652961
565,95.591139,-55.178740000000005
566,77.520583,-32.702938
567,339.977958,-49.875724
568,64.960257,-37.582671000000005
569,49.810482,-51.690969
570,6.032588,-33.641096000000005
571,313.665817,-62.199224
572,26.894621,-52.890301
573,23.67568,-7.7738679999999984
574,325.346318,-46.534939
575,43.063899,-48.139022
576,11.697698,-59.89692
577,4.813985,-25.933255
578,27.318385,-3.672014
579,39.587892,4.035462
580,343.607554,-47.018823
581,308.365732,-53.904349
582,79.427189,-44.195312
583,11.796773,-4.500762
584,52.403365,-37.790024
585,81.978201,-25.848061
586,14.080759,-24.417701
587,325.877979,0.7361989999999999
588,82.78855300000001,-26.903879999999997
589,341.101833,-62.850382999999994
590,87.963265,-57.087497
591,35.703926,-47.358046
592,55.019475,-16.704753
593,342.945038,-55.696282999999994
594,12.349194,-3.578492
595,57.588745,-21.651532999999997
596,0.90885,2.265358
597,2.1629490000000002,-33.88367
598,76.198589,-36.752811
599,351.882207,-62.413529000000004
600,40.362341,-44.015377
601,51.409872,-41.230926000000004
602,54.404401,-33.23633
603,41.294356,-27.852494
604,335.846754,-41.375862
605,352.479937,1.542801
606,19.262828,-26.324984
607,326.581246,-48.391292
608,41.415527000000004,4.812091000000001
609,356.158483,-0.6903819999999999
610,320.429644,-56.097779
611,10.140460000000001,3.543101
612,30.044164000000002,-55.808089
613,2.48143,-0.636245
614,23.545673999999998,-59.838338
615,56.813323,-37.012387
616,342.928197,-58.883521
617,24.370285,-3.427141
618,50.841506,-53.075293
619,31.906122999999997,-16.008554999999998
620,6.218425,-55.929299
621,325.31821099999996,-0.688117
622,17.174371,-16.006322
623,70.177406,-48.901511
624,83.376807,-21.908732
625,30.874662,-9.833789
626,39.508532,-15.978608
627,7.532238,-50.371204
628,346.289508,0.8243790000000001
629,17.165912,-36.673846999999995
630,76.18136799999998,-42.030195
631,54.342995,-52.899014
632,36.269265000000004,-29.458865999999997
633,351.99795,-60.695839
634,35.325973,-64.696534
635,21.984913,-56.073363
636,342.817816,-53.434478000000006
637,49.950821000000005,-19.451229
638,34.200194,-10.001169
639,15.606897,-1.5929389999999999
640,23.693393,-6.393382
641,6.228856,-44.948719
642,32.439611,-18.677728
643,23.304885000000002,-36.501187
644,300.272361,-57.215479
645,49.082929,-55.442538
646,82.74727299999998,-20.314998000000003
647,85.50242,-29.690928999999997
648,316.528326,-59.913712
649,93.155378,-58.70214300000001
650,12.450346000000001,0.9630850000000001
651,58.59084300000001,-33.531878999999996
652,51.05996,-20.982885
653,316.35230099999995,-52.532696
654,355.48523,0.17768699999999998
655,350.34844300000003,-1.2789110000000001
656,11.32662,-35.776266
657,91.089442,-47.621776000000004
658,40.317776,-35.170006
659,41.241488000000004,-18.053936
660,7.3225479999999985,3.817013
661,83.63042999999998,-45.597876
662,325.129539,-60.28188299999999
663,57.137454000000005,-43.742108
664,28.594982,-21.145557999999998
665,68.133544,-20.503970000000002
666,14.791553,-64.749742
667,14.923642000000001,-6.589764999999999
668,84.27416099999998,-38.955955
669,21.411334,1.9600549999999999
670,28.62159,-23.803635
671,22.239382,-24.405448
672,26.380789,-34.359860999999995
673,31.477565000000002,-31.314838
674,302.481235,-50.991224
675,18.013735999999994,-6.353348
676,46.674006,-61.499347
677,96.641214,-61.723319
678,27.000617,-52.024699
679,19.787013,-47.420973
680,76.59988,-37.649506
681,73.841288,-30.227598999999998
682,346.987281,-57.691341
683,63.822361,-33.901492999999995
684,76.422125,-21.175456
685,52.995227,-35.53152499999999
686,324.235931,-60.305562
687,347.830063,-49.932239
688,28.74508,-11.663313
689,46.25764,-49.218626
690,303.601278,-58.079477000000004
691,19.515382000000002,-52.7751
692,12.867666,-63.287338
693,27.260244,-24.216123
694,36.077951,-15.890181
695,67.046813,-21.841354
696,300.990537,-54.288761
697,71.541674,-56.269953
698,57.63904599999999,-40.539594
699,52.449527,-51.336289
700,70.112472,-22.478271
701,56.125475,-35.178641
702,60.768137,-14.249294
703,345.262536,-60.83339399999999
704,40.371034,-8.471747
705,18.871545,0.381132
706,17.745127,-22.750163
707,307.796483,-48.246603
708,74.648356,-21.713047
709,74.61420600000001,-28.387503999999996
710,2.216215,-41.238999
711,33.098504999999996,0.28744400000000003
712,20.838606,1.969888
713,70.186004,-59.082938
714,337.672864,-47.441269
715,31.387371,-44.519859000000004
716,9.910494,0.9853290000000001
717,27.192804,-61.027177
718,347.975725,-62.185627000000004
719,307.201031,-49.642697
720,66.534037,-38.503146
721,68.127144,-41.074298
722,58.857067,-42.385809
723,21.541854999999998,1.285393
724,34.621453,-43.135767
725,35.41307099999999,-5.4378579999999985
726,47.622135,-20.168004999999997
727,74.71235399999998,-30.175308
728,20.325435,3.870888
729,54.590152,-13.93945
730,28.074818,-28.672348
731,324.785744,-53.658773
732,339.71795499999996,-1.127285
733,334.613221,-54.277696999999996
734,15.589151000000001,-15.666701999999999
735,48.181855,-34.385943
736,5.596748000000001,-53.625897
737,302.272463,-53.169553
738,66.51004300000001,-23.816766
739,307.053564,-46.518983
740,85.102471,-60.542227000000004
741,343.318559,-60.711698
742,300.711946,-57.837011
743,65.907574,-22.287344
744,62.35248000000001,-49.694281
745,24.782547,-11.714487
746,2.431761,-58.765551
747,19.827572,-32.58266
748,36.237863,-46.330813
749,27.568422,-60.5073
750,57.527138,-18.677989
751,49.401291,-19.263859
752,87.984775,-59.773045999999994
753,54.442227,-35.052611999999996
754,10.346185,-55.613856000000006
755,79.50112899999998,-45.05294
756,81.35909000000001,-33.379326
757,58.727134,-45.19828
758,76.050944,-60.677901
759,319.504166,-41.786159000000005
760,50.817211,-45.728077
761,19.830417,-33.086936
762,306.42540499999996,-58.102571
763,79.691013,-42.46144
764,87.644377,-36.597843
765,3.8727419999999997,-49.832246000000005
766,24.962653,-9.157630000000001
767,9.97993,-2.717505
768,10.669425,-56.126946
769,317.008767,-62.189935999999996
770,346.895124,-40.073510999999996
771,24.343114,-9.58907
772,19.382745,4.011224
773,87.867323,-39.761433000000004
774,61.151835,-55.011447
775,16.391997,-50.391020000000005
776,83.87082699999998,-21.824883
777,22.105466,4.9897399999999985
778,57.030571,-27.666208
779,341.586488,-65.079089
780,43.101681,-31.333945
781,42.50261,-23.071045
782,84.097484,-27.252933000000002
783,36.768178000000006,-44.25671
784,60.02962900000001,-57.746049
785,323.582495,-47.104181
786,45.261048,-37.155621000000004
787,350.606029,1.814609
788,3.387975,2.551857
789,46.380091,-54.810681
790,39.342108,-30.436195
791,17.471550999999998,-15.075831
792,24.236544,-5.005733
793,317.289689,-43.803652
794,65.22362,-29.578508000000003
795,53.09366800000001,-44.272439
796,327.45842200000004,-1.999133
797,66.082264,-40.390648
798,82.38698000000001,-24.683652
799,5.696523,-6.004814
800,36.887177,-37.534815
801,40.627186,-40.87404
802,75.29830600000001,-38.594058000000004
803,91.766868,-30.39368
804,302.377636,-56.582386
805,64.76666399999999,-62.411191
806,76.143909,-37.562355
807,30.179719,-22.121307
808,342.905522,-41.797467
809,1.9265860000000001,-0.16866699999999998
810,74.204148,-31.537812
811,21.578259,-50.404264000000005
812,61.724993000000005,-48.076945
813,309.282392,-55.505213
814,325.011373,-1.7817209999999999
815,17.626468,-14.217735000000001
816,43.307264,-26.521707
817,88.783898,-51.538792
818,20.566336,-64.41891700000001
819,310.359254,-51.059299
820,83.866224,-42.336931
821,84.697397,-41.298691999999996
822,341.202794,-62.627165000000005
823,354.913747,0.368495
824,16.87473,-0.485937
825,7.194309,-48.480275
826,326.591235,2.1229270000000002
827,93.301692,-49.467973
828,326.97851099999997,0.393269
829,6.3441410000000005,-61.178945999999996
830,37.650053,-1.083058
831,53.394961,-58.807355
832,81.829472,-56.151127
833,29.91421,-38.706983
834,95.673815,-57.114724
835,20.981044,-15.101693
836,11.002454,-31.759725
837,59.33241999999999,-53.951141
838,8.272751,-32.203551000000004
839,17.340725,-52.003826000000004
840,323.86694,-48.168851000000004
841,17.758418,-17.210696
842,8.929496,-6.1952050000000005
843,64.576233,-56.340106000000006
844,47.398229,-50.420957
845,58.680404,-20.774835
846,2.328031,-36.114074
847,14.248481,-49.022985999999996
848,84.33520399999998,-37.372592
849,54.185193000000005,-23.206531
850,40.418984,-18.895956
851,315.49779900000004,-43.198492
852,330.148469,-61.722663
853,4.027369,-5.757242
854,58.346467000000004,-36.557238
855,319.726664,-41.327135
856,66.457133,-48.474336
857,20.529876,-16.369442000000003
858,86.467466,-25.764267999999998
859,49.768369,-54.339797999999995
860,50.837189,-28.026268
861,12.037953,-26.267976
862,323.304704,-61.112854000000006
863,10.385463,-49.952762
864,23.874230999999998,-29.866428999999997
865,32.680213,-40.90699
866,68.728849,-62.362165000000005
867,56.21068,-28.393325
868,313.99737799999997,-57.730037
869,21.368397,1.857173
870,72.504846,-50.242523
871,78.000351,-61.289691000000005
872,66.15355600000001,-17.809038
873,45.031812,-4.502631
874,85.695493,-61.574183
875,54.264968999999994,-19.590062
876,358.74918399999996,-37.893655
877,84.085854,-46.593061
878,59.711391000000006,-36.138284000000006
879,328.905505,-47.74828
880,65.413811,-33.478534
881,10.325385,-56.085078
882,30.612353999999996,2.621363
883,68.062713,-46.165166
884,26.80093,-34.606471
885,52.247867,-44.197188
886,76.648608,-19.533539
887,337.298479,1.568311
888,44.045636,-45.645123
889,31.554116999999998,-3.236264
890,5.9999259999999985,-46.910683
891,41.989086,3.892578
892,14.405016,-56.238298
893,359.059077,-60.129324
894,17.822522,-17.144786
895,37.016936,-1.455276
896,17.15585,-62.226204
897,20.000528,-34.141308
898,79.32781999999999,-42.795878
899,93.37781,-43.693055
900,64.15278099999999,-35.638673
901,305.41137799999996,-54.554081999999994
902,315.401835,-49.536405
903,34.041937,-1.721962
904,87.173059,-24.050126000000002
905,60.48952,-46.965615
906,8.06435,-42.466206
907,41.618312,-41.866281
908,55.042619,-31.831528000000002
909,9.148087,-6.096425
910,92.822453,-53.398674
911,10.207496,-35.738912
912,84.940136,-33.302916
913,53.696856000000004,-30.638682
914,76.191723,-49.725443
915,23.275693,-19.23425
916,27.709923999999997,-47.646409000000006
917,82.883815,-42.79501
918,79.825556,-55.50429200000001
919,48.033159999999995,-24.593524
920,313.494871,-52.587067000000005
921,48.520146999999994,-31.800171000000002
922,36.771307,-42.249399
923,4.084622,-62.954358
924,10.12852,4.311285
925,305.415943,-47.794090000000004
926,39.804212,-19.838445999999998
927,76.963394,-49.28181
928,85.094498,-39.538495000000005
929,14.836379,-1.8064220000000002
930,311.020557,-61.26440699999999
931,67.413854,-23.923237
932,31.337194,-0.7547590000000001
933,306.43609,-46.149102
934,61.417686,-52.237884
935,32.785249,3.840706
936,43.670327,-38.10197
937,20.681364000000002,3.673775
938,81.50321699999998,-25.255187
939,77.749623,-28.933569
940,31.154409,-7.853051
941,70.836265,-26.024869
942,37.800713,-9.823283
943,53.071057999999994,-17.717516
944,55.614445999999994,-59.76430799999999
945,50.893226,-57.672659
946,79.94995300000001,-34.965728999999996
947,22.566206,-64.053226
948,10.094543,-61.425352000000004
949,5.865191,-25.638916000000002
950,9.348919,-28.468065999999997
951,69.797854,-21.359060999999997
952,49.19251,-49.593822
953,355.67750099999995,-46.420483000000004
954,96.127934,-49.118011
955,70.055818,-19.549565
956,22.987775,-45.518207000000004
957,12.826084,-4.860181
958,348.60276899999997,-1.7276509999999998
959,37.194748,-1.203271
960,315.28445899999997,-55.834022
961,83.07498000000001,-32.17502
962,5.501462,-4.433642
963,308.109996,-60.405453
964,12.47805,-29.410089000000003
965,87.46741800000001,-24.396919
966,326.484872,-55.052502000000004
967,52.831031,-14.374528
968,39.852051,-28.396166
969,52.600042,-18.950974
