ra,dec,mu_0,m_tot,r_e,n,ell,g-i,g-r,A_g,A_r,A_i
333.547371181,1.15498018355,26.7216246153,20.2126343567,12.4983096,0.563459,0.38619,0.417868965816,0.283061620031,0.127290896335,0.0902021167658,0.0643738371506
333.565503329,1.19868314498,26.1184138191,21.3274552893,9.0169464,0.76515,0.680545,0.622212925827,0.22886738055,0.116045931955,0.0822336004046,0.0586870085821
331.569827221,1.10152792615,25.9638739682,21.7865808841,5.0429232,0.649681,0.506497,0.714212019968,0.631084202099,0.1422446022,0.100798757699,0.0719362587682
343.992373089,-0.112078179633,24.8422559752,20.9687567273,4.089036,0.68694,0.402739,1.10858894217,0.556335942763,0.202967801559,0.143829023622,0.102645331132
342.770106882,-0.570120195309,25.235255443,22.0907713198,3.5338128,0.951168,0.397344,0.363416496496,0.32741764614,0.24217151417,0.17160994091,0.122471520466
342.420522089,-1.20691954077,26.4842046516,21.6004831859,5.1131304,0.321157,0.375294,0.356565233313,0.421216871949,0.277790552465,0.196850651314,0.140484860278
342.155252953,-0.253180668362,25.2726002497,21.4837011338,6.1359984,1.27482,0.393603,0.429340263485,0.218739264202,0.288905323483,0.204726908785,0.146105847168
332.484870745,1.22459058331,24.8293401371,21.0444001464,8.6215248,1.77789,0.281985,0.300485115672,0.15693595248,0.127618544585,0.0904342980653,0.0645395361574
342.809966966,-0.133375274066,24.9595606419,20.2813795284,11.3819496,1.63438,0.267963,0.6781740631,0.493793122489,0.253048012416,0.179317351205,0.127972007516
343.385884611,-0.383710999673,22.6355835447,18.9400802616,4.301892,0.937424,0.338568,0.592692596298,0.397531161168,0.257890165135,0.182748644703,0.130420791833
343.039271376,0.170364246786,21.359248968,22.3806322759,3.2036424,2.81624,0.601155,0.593247655778,0.293779956647,0.240831901033,0.17066065118,0.121794048311
342.908743805,0.293072892024,25.9776726994,20.6377586106,6.9017592,0.579047,0.300265,1.16851077313,0.789444143774,0.262092939844,0.185726855918,0.13254622847
342.755331322,0.0888084916742,19.808194385,19.5299644595,2.953188,2.57448,0.0,0.713611767361,0.478072746776,0.258298995458,0.183038354034,0.130627546419
342.311712659,0.455641584585,25.9603170493,21.9102944816,7.4925648,1.04577,0.642348,0.760533418813,0.324080759041,0.315195310224,0.223356775665,0.159401278137
341.07853317,-0.167290490799,26.0533763687,19.924076823,11.2874496,0.335177,0.590934,1.11029896017,0.784441365013,0.178809742574,0.126709904187,0.0904280634422
341.124863618,-0.158724583791,17.3175145262,22.1844849659,2.6606832,5.0,0.0,0.483114150802,0.293617202208,0.180250959079,0.127731193087,0.0911569186807
341.748024125,-0.321536397627,26.4500634967,22.6885991851,3.3588576,0.463015,0.401946,0.285760380678,0.313177683114,0.230315842423,0.163208659137,0.116475843601
341.669385091,-0.306185964046,26.7759503802,21.4477935192,7.5524904,0.217083,0.602799,1.06464251898,0.382750497212,0.223792175253,0.158585794465,0.113176680031
341.686285944,-0.298363080275,16.7352698397,20.6054944882,5.8242912,5.0,0.477365,1.04701245447,0.744616899363,0.226372485574,0.160414279137,0.114481600344
341.250876964,-1.05305885468,21.604269771,18.9571737909,3.2491872,1.44336,0.0,0.737994779115,0.4667247097,0.153750759276,0.108952362976,0.0777551782912
341.814475057,-1.1294420385,22.8093873102,18.8613488275,4.0536048,0.977587,0.0,0.387783177131,0.269957706994,0.2176804294,0.154254829494,0.110085834231
341.784374668,-0.312805454487,25.5349288544,20.0346052594,8.478792,0.341417,0.591376,0.584625591864,0.449706063725,0.233702294226,0.165608399651,0.11818844759
342.04048122,0.451937196127,26.7146827639,22.3033480026,3.6666504,0.292528,0.233509,0.308937002457,0.335605507504,0.294343779635,0.208580760639,0.148856195392
340.088466771,-0.231647787419,26.5136383755,20.6922823835,6.9963768,0.355338,0.182333,1.09267917716,0.573812015374,0.150891075798,0.106925906172,0.0763089727589
341.291933268,0.171551464494,25.8845582533,21.99213642,3.4060656,0.780093,0.0,0.971062605507,0.599590578012,0.185646416667,0.131554574879,0.0938855215743
340.009975515,0.38827768305,25.943462659,21.0636124598,7.1743728,0.462585,0.632978,0.886566045996,0.506323506278,0.188503425063,0.133579136041,0.0953303742586
340.007034496,0.393318201825,26.4264478581,20.510230552,9.03756,0.496864,0.374239,0.66615979332,0.44500374526,0.188667751444,0.133695582604,0.0954134777639
338.323193045,-0.461543406609,24.0328890073,22.6881566072,3.8733408,1.86963,0.558928,0.475058863128,-0.051679966883,0.154509519264,0.109490042881,0.0781389000917
338.664719679,0.0831816007369,14.5016767647,19.3111155429,4.2949872,5.0,0.595354,0.725957131989,0.386858508618,0.1721624121,0.121999408018,0.087066360589
338.729123006,-0.283375989049,25.1028679617,22.5437797787,2.7580392,1.29524,0.0,0.544689428437,0.516883493686,0.145638929974,0.10320407936,0.0736528458114
338.87530899,0.05553341632,18.8157676266,18.8558423479,4.3057392,3.0739,0.124865,0.87471014293,0.528031797553,0.162943229679,0.115466421032,0.0824040150095
339.278853478,-0.737980386609,23.0394963802,21.43252531,5.5235208,2.59015,0.0,0.701473054357,0.171919701813,0.135997861328,0.0963721312411,0.0687771429853
337.498226349,0.0432269725686,26.3561987822,21.5798810622,4.5759672,0.50627,0.135919,0.405781688836,0.24520927275,0.197810040546,0.140174080696,0.100036936682
337.124840162,-0.740549714807,24.0039766359,20.2737889247,5.9647392,1.57168,0.0,1.28084023194,0.966136930682,0.197980283283,0.140294719765,0.10012303222
336.979944776,-0.875628039125,16.4178883788,21.6673591228,3.6801408,5.0,0.6325,0.737547979355,0.126774173032,0.181244900918,0.12843552985,0.0916595771733
338.106513638,-0.719245450909,25.7907179054,22.3132247537,2.5349184,0.13875,0.382813,0.414160785562,0.415469502782,0.165065457609,0.116970294891,0.0834772728708
337.394648703,0.372014827951,24.624895743,22.2039743919,3.7324896,1.34212,0.480463,1.06500496139,0.695608782846,0.181413608213,0.128555080859,0.0917448962045
337.624713434,0.0126434707308,17.5056049005,21.0054120237,7.7269416,5.0,0.582327,1.25126563282,0.762315968042,0.199203228478,0.14116133512,0.100741502803
338.041374689,0.416652548415,26.1991705255,20.2543883921,7.8539664,0.271266,0.32608,0.634424407266,0.430004132143,0.208067324757,0.1474426975,0.105224273423
337.649868611,0.458057374398,25.3935240318,21.583835807,3.789996,0.82297,0.203111,0.0867770307696,-0.012125169197,0.187604955398,0.132942453701,0.0948759981676
335.684122857,-0.0874762072961,22.2737838767,23.2069444808,2.8053984,2.62188,0.604245,0.217781797169,0.238082465539,0.200197651239,0.141866012678,0.101244404508
335.93478838,-0.252917633355,25.5256529672,22.1751293726,4.5389064,1.45565,0.0,0.271587880511,0.508487580404,0.200601549158,0.142152226762,0.101448664669
335.972050843,-0.392924513433,22.0360944389,19.4426011025,4.1627712,1.42187,0.440668,0.462552305096,0.320315872295,0.183291516687,0.129885822682,0.0926945962832
336.853895975,-0.744686419432,25.0707091705,22.1581637542,3.4001184,1.01871,0.416155,0.902602950432,0.553672726557,0.187739154917,0.133037551474,0.0949438658488
336.77712719,-0.216026469793,17.2835347352,21.5261412852,5.2175088,5.0,0.537826,0.350156355013,0.199080658991,0.226460000248,0.160476294639,0.114525858461
336.673705583,0.210837095868,26.2868068347,19.2388288727,15.1251576,0.346287,0.463333,0.571004550361,0.431230858587,0.211721917072,0.150032450359,0.107072482033
336.619870002,0.242906180111,26.5259303863,20.0150080428,11.0153904,0.326209,0.394709,0.368543054497,0.394645594217,0.213789730042,0.151497764159,0.108118221039
336.270850076,0.128150924871,26.8866305164,22.3034539251,4.342548,0.29648,0.357655,0.590108279813,0.393927853443,0.227781414344,0.161412687987,0.115194126957
336.507241879,0.287960939202,18.9956024754,20.4289567721,7.710192,4.24894,0.321775,0.881090844567,0.686813857635,0.228279531123,0.161765668358,0.11544603569
336.567702963,0.154150499804,25.3191499115,22.4502837226,5.494104,1.23185,0.697898,0.310787611268,0.196346210638,0.230717028812,0.16349295175,0.11667873248
336.517045013,0.270269146014,25.519550283,21.3534479785,5.0768256,1.13561,0.0,0.437039351883,0.416799434465,0.232913309268,0.165049301433,0.117789440351
336.519887848,0.265694335437,24.599072156,23.1722190106,2.67708,1.44454,0.520276,0.320109144271,0.380117823032,0.232838421844,0.164996233976,0.117751568115
334.537475383,-0.0450221714965,22.4703196026,21.2086786243,6.1983768,2.52965,0.482286,0.843181691984,0.665828754732,0.258698317445,0.183321325477,0.130829492429
335.486263652,-0.549893939927,26.5182832076,21.7381540249,7.915404,0.747625,0.599768,0.027894771422,0.228621672157,0.204790205928,0.145120433585,0.10356696155
336.066405659,0.228419258643,25.5726832754,22.306400056,5.2125864,1.16955,0.562602,0.107994170807,0.139155887308,0.231600959257,0.164119331165,0.117125755764
336.188829549,0.25114255381,25.9838507702,21.3657533887,4.9952952,0.706628,0.183284,0.285760004347,0.37237860993,0.236676772616,0.167716203546,0.119692707463
336.101161507,0.255603753149,23.7826003331,21.5431450393,3.7936248,1.2395,0.640664,0.582584283049,0.41992286838,0.232335297895,0.164639705375,0.117497127144
334.628324075,0.0290554837119,22.696033571,21.9068088817,3.926916,2.30151,0.446731,1.06400007231,0.703649813791,0.259157119755,0.183646446446,0.131061518961
334.807394087,-0.854473509668,21.7411316364,19.350775325,3.7705584,1.48448,0.371732,0.64988159517,0.452694679847,0.23036828967,0.163245824817,0.11650236734
334.97609529,-0.0627683035883,25.9064013581,20.3200996506,11.9622216,0.925588,0.520664,-0.005738306242,0.335710107559,0.20238027384,0.143412683999,0.102348205298
334.501478295,0.204778323936,21.4748115072,22.1438515357,4.0277832,3.26284,0.205499,0.692223783634,0.347114793749,0.207117789891,0.14676982884,0.104744072525
334.488844448,0.0553852441604,26.5707942095,21.7890742388,7.3501176,0.635189,0.602531,0.771697610939,0.747208857568,0.249030339365,0.176470308533,0.125940180904
334.718385101,0.218061342742,17.5825092684,23.1603872796,3.0118704,4.99768,0.596323,0.48936921834,0.334832536124,0.217091689359,0.153837630783,0.109788095299
334.821470711,0.251967535709,26.8471793111,21.1294218915,7.1586984,0.340296,0.300435,0.738618257224,0.463437714371,0.199254261728,0.141197498799,0.100767311452
334.845394412,0.306677981772,26.729653032,20.8569025638,6.3435792,0.311058,0.0,0.67864015459,0.505149045513,0.193415364055,0.137059882168,0.0978144510454
334.84422753,0.307051455679,26.6013069705,20.3302000122,13.9916784,0.414749,0.670778,0.565466017812,0.406250665266,0.193464678792,0.137094828058,0.0978393906045
334.936971825,-0.000418651151003,17.9614025375,21.325393214,5.9152296,5.0,0.192328,0.353253006798,0.050282350019,0.22137629573,0.156873830349,0.111954916028
335.433863838,-0.49164236539,26.2446422348,22.7499920914,3.3939192,0.442517,0.552567,0.476600218319,0.421013657162,0.195109527618,0.13826041688,0.0986712272365
334.565881076,0.102542374191,26.8940106398,20.794709647,8.0643696,0.458993,0.110629,0.796407569837,0.698579735191,0.240508671927,0.170431601418,0.121630584164
333.561808765,-0.0641660707193,26.5832074816,21.7134356717,5.9955504,0.553421,0.418146,0.124964881395,0.431868884728,0.21541670877,0.152650689698,0.108941020365
333.658178787,-0.452494614544,26.2130015512,22.5027166848,2.6524176,0.0569688,0.310217,0.545339578387,0.459880543209,0.265037309702,0.187813324011,0.134035261789
334.322896321,-0.0740256715973,26.3045209969,21.0959431496,7.2352896,0.62105,0.403692,0.349084907612,0.405647147011,0.210476348486,0.149149803397,0.106442570298
333.752689786,0.0934514713331,26.5278739227,21.2485673012,5.8271808,0.195497,0.370297,0.651421825041,0.249130868646,0.181855530484,0.12886824013,0.0919683861248
333.107841371,-0.454308935171,25.7343105519,20.5167163343,8.0974488,0.367202,0.645762,0.525749275116,0.439666311496,0.332875027163,0.235885149159,0.168342304179
333.10575064,-0.437214849365,22.408470427,21.579754478,3.8725512,2.23044,0.480521,0.699102339172,0.421100344852,0.334381986616,0.236953025468,0.169104407088
333.0711966,-0.384447616198,26.0301871678,21.8192667439,3.8824632,0.421962,0.353761,0.702682985207,0.340852001645,0.318830320029,0.225932651774,0.161239583436
333.09941405,-0.385915780942,24.6243166433,21.2286487568,8.245356,1.81996,0.409842,0.515356218033,0.156129783107,0.308400235899,0.218541583806,0.155964857932
333.06750294,-0.376284561404,26.1014514917,20.8145573168,5.9794896,0.451824,0.240845,0.374536158031,0.473543723054,0.313930345728,0.222460384182,0.158761557459
333.078894494,-0.379626731732,26.3607135745,22.8494728251,2.611224,0.652139,0.0,0.340051681537,0.390744285584,0.316863813324,0.224539126608,0.160245077261
333.06946946,-0.37643107447,26.9943212209,20.8244479698,10.234728,0.258689,0.516497,0.358476484804,0.294949236242,0.314594466094,0.222930999636,0.159097417898
334.000923268,-0.0606404040348,16.6971128803,21.1745026727,5.3152344,5.0,0.641265,1.15078181247,0.519355987631,0.226793211554,0.160712418085,0.114694370829
333.98458253,-0.0466777962067,18.2848097688,22.9089352565,2.5785648,4.54949,0.433691,0.308302726747,0.143331156104,0.221195535728,0.156745738432,0.111863501675
334.077646843,0.0421489032004,26.6941143258,21.7736716113,7.459284,0.467961,0.645321,0.890617312487,0.486754589473,0.206018649091,0.145990944964,0.104188212578
333.313414461,-0.393720176985,26.9351772488,22.0610117912,5.8757664,0.163707,0.580236,0.058235864058,0.346851122538,0.238821637453,0.169236118591,0.120777413311
333.317099092,-0.39243287757,23.1026604962,21.789304214,7.8031968,2.73081,0.506095,0.308341965552,0.422546697556,0.238478362462,0.168992863718,0.120603811514
334.101395659,0.365696462321,26.5639958573,22.1792381594,4.0458096,0.703598,0.0,0.284534711454,0.270080760405,0.172960056393,0.122564642498,0.0874697470468
333.566662228,-0.164181208015,27.6310027125,23.2024309426,4.5378312,0.041456,0.543378,0.383899726119,0.430852119619,0.219510398263,0.155551599882,0.111011290182
333.092437704,-0.541715463573,25.0360845493,20.4766655188,7.5982872,1.40624,0.0,0.440734981785,0.449898853945,0.278190634856,0.197134161601,0.140687190841
333.094831117,-0.540698453727,26.3530164444,20.4531966021,6.7535496,0.411278,0.0,0.543974404915,0.414978955245,0.28022886872,0.198578514765,0.141717971035
333.483466639,-0.36111005668,24.4357122063,21.6171163162,3.7561944,1.52153,0.0,0.302646352738,0.152417520806,0.246529378979,0.174698053585,0.124675389617
333.481409501,-0.356018961328,24.0985645687,20.651537388,9.7016976,1.81156,0.559568,0.695668200593,0.395969157642,0.244940144509,0.173571874751,0.123871678402
333.494826259,-0.344829689776,26.4216817524,21.2409737785,7.6009584,0.476757,0.561362,0.061039979496,0.125199302926,0.241703550167,0.171278327693,0.122234860663
333.95331735,0.275190497934,26.859597428,21.9906002853,4.4244312,0.380869,0.127152,0.533872229527,0.731101425133,0.205571285771,0.145673930004,0.103961970998
333.902716464,0.190723541593,26.9972603208,22.1501632835,4.7697216,0.268995,0.336347,0.081805327469,0.23384469416,0.230129034927,0.163076281787,0.116381370896
333.908872495,0.221796666931,26.0704315318,20.3846903414,9.9712872,0.682116,0.470469,0.680887282208,0.546839861315,0.233347245996,0.165356801911,0.118008891804
333.87160506,0.22519088172,26.3512686244,21.6818821777,4.5423504,0.559128,0.150972,0.375832930712,0.287238151906,0.218090955496,0.154545740502,0.110293446408
333.926153429,0.235888249566,26.0320224585,22.2174272166,4.1509104,0.604777,0.508982,0.495116112186,0.522396407467,0.225445991502,0.159757737869,0.114013051688
334.344373073,-0.76417738927,19.2055802762,22.260823295,3.9862536,4.30357,0.368501,1.22594393818,0.992238479323,0.253314778044,0.179506389267,0.128106916827
333.090587219,0.33589509264,26.8625442006,21.4343186331,5.8480128,0.535512,0.0,0.57484226072,0.738438918027,0.161732036424,0.114608133451,0.0817914876439
333.084466894,0.347524531842,26.2168491213,21.56152111,8.892576,1.00196,0.586014,0.0912420433622,0.174333331776,0.159032262636,0.112694993412,0.0804261519982
333.086218298,0.352169327681,24.1721005869,21.9537297938,5.7301104,2.00746,0.425858,0.339479423948,0.319453813497,0.158074095744,0.112016007841,0.0799415856918
333.082998293,0.383301138608,25.1689841768,23.0467429344,2.5821768,1.45754,0.0,0.180341803197,0.279153394906,0.152369347779,0.107973453685,0.0770565677758
333.089698543,0.451706624182,26.8538425861,22.4815616112,4.7741232,0.245319,0.579852,0.459990483098,0.5277925818,0.145846314865,0.103351038465,0.0737577249627
333.059923674,0.447846355622,27.1144584693,22.6132643628,3.7653336,0.090383,0.289401,0.321244187015,0.275506270055,0.146219862083,0.103615745138,0.0739466360981
333.062657496,0.442725392793,25.7136729048,22.917279921,2.6938296,0.741316,0.449058,0.264362640166,0.213776835918,0.14654214838,0.103844126798,0.0741096234459
333.065592645,0.456066724993,26.8975473717,21.6966799687,7.0020216,0.486928,0.467002,0.0857132234585,0.159367527632,0.145927743451,0.103408741183,0.0737989052095
332.734158794,-0.515339621067,26.0496527151,21.4118367828,4.8749232,0.737443,0.0878202,0.543534076649,0.577520968059,0.25423758354,0.180160316699,0.128573600089
332.695396131,-0.463590191221,26.7822790815,21.9426410113,5.394564,0.296374,0.472904,-0.024749204055,0.303656848068,0.233730200842,0.16562817511,0.118202560587
332.744158561,-0.425133472727,27.1136869614,21.1126260656,7.5478368,0.149671,0.285855,0.059033858683,0.438045032751,0.232833705442,0.164992891793,0.117749182925
332.753894881,-0.422677482741,26.538768425,22.0436722682,3.9865896,0.60759,0.0,0.061408299804,0.423785210513,0.238392758466,0.168932202179,0.12056051967
332.581454746,-0.493938974149,25.6036305792,19.2822259263,13.0384128,0.774867,0.365607,0.050762023718,0.371110989342,0.251276059502,0.178061692644,0.12707589152
332.989195551,-0.506367155255,25.3941948507,22.4748161015,5.5851936,1.411,0.588092,0.436989002684,0.216908989107,0.265323687956,0.188016260163,0.13418008964
332.531150853,-0.438904691071,27.1264954255,21.4375773035,5.4789336,0.0414826,0.0,0.114857678161,0.385036430335,0.258003575936,0.182829010971,0.130478146197
332.51604619,-0.42680525438,26.9783436293,21.412451423,8.1161808,0.183255,0.580108,0.006399824419,0.217652657985,0.261406434563,0.185240377848,0.132199047482
332.511597296,-0.39990015669,15.6961006848,20.5112286465,3.133704,5.0,0.243851,0.944689665043,0.623307566266,0.262849319785,0.186262849251,0.132928746628
332.524685611,-1.21233740417,22.7494422454,22.0177860158,3.7998744,2.4444,0.275302,0.486043753701,0.405565665207,0.359179604369,0.254525355276,0.18164511387
332.354201367,-0.914715929232,23.9609811812,21.2353779434,5.649336,1.93697,0.167631,0.328447217872,0.126127155736,0.283393047382,0.200820745918,0.143318166554
332.989573102,0.31015254134,26.3883946615,20.3447407203,7.2476712,0.174631,0.185868,0.388753877114,0.392253837815,0.155508155563,0.110197706278,0.0786439326774
332.996207899,0.310469011816,26.0668544768,22.7400930835,4.33272,0.791213,0.626967,0.359835497228,0.363409710391,0.156430485926,0.110851297017,0.0791103756539
332.990859502,0.318129726177,26.5321111643,22.6798416854,3.7887024,0.382373,0.532629,0.139387662919,0.213350189817,0.154183072064,0.109258712681,0.0779738084825
332.984286255,0.386311294204,26.5964566243,21.6743909347,5.0730456,0.673151,0.0,0.258094574404,0.132413383934,0.144440062022,0.102354525856,0.0730465516258
333.04573322,0.434275632258,26.3984364969,20.9682539672,9.986172,0.548445,0.650787,0.423944625893,0.368850977428,0.146776397385,0.104010122613,0.0742280883776
333.043496081,-0.460060252189,26.5528482276,21.7588517461,7.2709392,0.497487,0.655833,0.06398413119,0.44096338426,0.297177776791,0.210589015351,0.150289410781
332.925195178,-0.4513604316,25.0609389811,21.0626948974,5.7278088,1.21396,0.236062,0.59668022466,0.231653065313,0.343366164272,0.243319481085,0.173647905532
332.922867297,-0.452188447459,24.358793417,22.0355717783,3.396792,1.61222,0.0956274,0.483379729575,-0.014074008845,0.344191105261,0.243904058816,0.174065096536
332.927156093,-0.44386367984,26.5182279489,22.7736016811,3.9452616,0.578962,0.50735,0.219903171959,0.368270539874,0.347816450683,0.246473086457,0.175898514342
332.943124019,-0.430790984635,26.4739888739,22.0854261661,4.9264824,0.592604,0.417992,1.15107532622,0.787263259971,0.346020377447,0.245200335518,0.174990200163
332.924456929,-0.411549925688,25.9858733781,19.5457470334,8.8111464,0.32813,0.112107,0.824022959123,0.340950262442,0.349512919152,0.247675254494,0.176756456175
332.880653758,-0.3906596311,27.3208534015,21.8693162838,5.0104992,0.19883,0.0,-0.010631989838,0.353729554492,0.324869066222,0.230211887014,0.164293511684
332.619246881,-0.460234815284,26.9947162717,21.3638649604,5.558532,0.261617,0.0,0.325983039676,0.543406225786,0.237453970179,0.168266948865,0.120085753555
330.440431158,0.0665237659396,25.0615983684,20.9775992216,5.0533728,0.885785,0.366203,0.648944668301,0.508185278533,0.147990542627,0.10487050206,0.0748421086284
37.2763014505,-2.45769238103,26.5852002534,20.9928325791,5.4419232,0.252456,0.0,1.12900056985,0.871869913075,0.0741290500425,0.0525300506178,0.0374887091925
38.602962455,-2.58606677634,24.9996091981,21.4198236244,3.3150432,0.936614,0.0,0.8402412386,0.623111609102,0.0835390231815,0.0591982375839,0.0422475418811
37.3986862048,-2.52596193679,15.4742530939,19.0728000732,8.358,5.0,0.67405,1.22488334768,0.81208164414,0.0794978591967,0.0563345485369,0.040203835381
32.0309286709,-1.86492545125,19.4872886598,19.3042023566,3.3935832,2.68146,0.157275,0.856392967993,0.517424912053,0.0949879487816,0.0673112869343,0.0480375181744
32.153045554,-2.31551649136,24.9845066808,23.0646952799,2.5305336,0.921008,0.636747,0.408735726938,0.239426948916,0.076037887921,0.0538827099372,0.0384540509591
32.5551058058,-2.88150422131,16.2599529818,21.8917237867,2.737392,5.0,0.532919,1.35460782529,0.587309450452,0.0841567024184,0.0596359434706,0.0425599160081
30.5529348894,-2.68485207967,25.8974166145,19.9407574826,8.3236608,0.581477,0.148283,1.34349587598,0.995909907339,0.0735288718598,0.0521047464988,0.0371851857379
31.2806531467,-2.28620034448,24.9861164791,22.2956426304,3.3007968,1.02977,0.486259,0.50003921011,0.177001461344,0.0733179889512,0.0519553085948,0.0370785375611
31.5051919233,-2.27523905776,15.2454656561,20.1308021489,3.2879784,5.0,0.356154,0.583842336029,0.419421325775,0.0722934936993,0.0512293207748,0.0365604275281
31.3513266283,-2.15026041905,16.1466081655,21.2974260337,3.1081512,5.0,0.435787,1.34458626601,1.22879837908,0.0774681404651,0.0548962294481,0.0391773614786
29.7053108848,-2.53260766811,25.4210884835,22.1013615389,3.2110848,0.306886,0.629715,0.984783543474,0.389829967533,0.0747547170278,0.0529734168607,0.0378051229015
30.1462883263,-2.25779147654,26.2273456396,21.9895426881,3.5517552,0.175899,0.35712,0.880779242595,0.553380224812,0.069989195474,0.0495964264865,0.0353950926693
38.8225986095,-2.95364828102,23.7037894714,22.037769149,5.6926296,1.98045,0.666507,0.933896908784,0.752229250455,0.0694351226213,0.0492037939763,0.0351148857055
36.405897724,-3.37990997296,24.3287332071,21.9179033113,4.0531848,1.82807,0.0,0.92381509477,0.635494047044,0.0655391994401,0.0464430268844,0.0331446307097
37.6563291915,-3.85360353048,26.3878144881,20.6614191827,10.880016,0.684794,0.536542,0.619316050925,0.368228364109,0.0806383316282,0.0571427212373,0.040780597653
37.6496786985,-3.8235150388,16.1840326911,20.2722520322,4.1034168,4.75318,0.461066,0.559578406364,0.312564513372,0.0816159830619,0.0578355141339,0.0412750177254
36.7818597559,-2.88120349619,25.5933510922,19.8809301404,6.7496016,0.555271,0.0,0.68898023773,0.369066220804,0.0731107321658,0.0518084402696,0.0369737231955
37.3520304612,-3.84945436013,17.1562917052,20.4402327662,6.959484,5.0,0.371878,1.21789446394,0.845896813605,0.084644281194,0.0599814562992,0.0428064954384
37.5743083838,-3.32938392028,26.7606510088,21.2846212992,7.7283696,0.410031,0.483843,0.341675304927,0.294567917216,0.0841360384544,0.0596213003708,0.0425494657819
37.5707044808,-3.32190361013,26.5497680387,21.8789635913,5.0791272,0.336522,0.472083,0.360815228876,0.294713103641,0.0838426968159,0.0594134297572,0.0424011163916
37.6872461451,-3.97600162991,26.6673842351,21.2096948282,6.9958392,0.616461,0.202584,0.60608139763,0.178272889872,0.0868562642159,0.0615489332875,0.0439251444457
36.2641187567,-3.28195221568,23.4945458249,22.4566089109,4.2616728,2.12734,0.567227,1.03261341448,0.824859605604,0.0676804491133,0.0479603801171,0.0342275082896
36.6229044504,-3.74604116929,26.643859041,22.6327506732,2.8699272,0.382304,0.057231,0.446180637678,0.333710224465,0.0777413911471,0.0550898630121,0.0393155504255
36.2726112891,-3.11043216513,26.3998863179,21.708493637,5.1488472,0.430402,0.422619,1.03069394818,0.514864969717,0.0718322155004,0.0509024453175,0.0363271488844
37.7588747535,-3.70797580817,26.5194851594,20.7477019651,9.0831216,0.452869,0.485166,0.900736016425,0.723722038299,0.0960564026141,0.0680684251126,0.0485778590393
36.0489599797,-3.99087607711,27.1561443411,22.5257561004,3.4964496,0.133261,0.0635159,0.73833207033,0.689798466437,0.0869404541246,0.061608592762,0.0439677211549
33.3874366575,-3.70902534898,26.1002387962,21.1203787127,4.386144,0.0414879,0.187912,1.07137806556,0.700305790945,0.0689159807617,0.0488359146072,0.0348523441217
33.8104909664,-3.03842603683,26.2776995296,21.1221545749,8.5924776,0.772617,0.502478,0.932819862512,0.66681699021,0.0764699533368,0.0541888843472,0.0386725560488
35.5959293114,-3.62324868203,23.600484711,22.7806085676,3.2192496,1.85595,0.615549,0.858434234994,0.578079867405,0.0666913185944,0.0472594527992,0.0337272829885
35.6339393821,-3.68491068536,26.8549084414,22.379272344,3.6411816,0.225993,0.216188,0.918695571982,0.856322066439,0.0637733825623,0.0451917165018,0.0322516178439
32.9453393473,-3.22035729604,25.8853037532,21.9196169054,4.2190344,0.522804,0.508316,1.3126272098,1.09012792264,0.0790707201833,0.0560318651221,0.0399878216825
32.8363930795,-3.45178397149,25.9149743302,21.3317668802,7.1482488,0.738097,0.596189,0.543079150176,0.23890013868,0.066172796617,0.046892012697,0.0334650548929
32.0140528513,-3.54283996353,24.5319248939,21.834808023,5.2966872,1.41836,0.62215,0.792334000969,0.288687925677,0.0688517644203,0.0487904089969,0.0348198684897
29.3861858904,-2.91969251257,26.7781725054,22.0900332628,4.826556,0.177854,0.472419,0.775167134278,0.493818248958,0.074149900205,0.0525448256634,0.0374992535834
29.4285575292,-3.04840036584,26.6814172861,20.5942181778,7.3619784,0.253427,0.137491,0.812425989035,0.51299826942,0.0735878830996,0.0521465636193,0.0372150290343
29.5160577128,-3.33062485053,17.3996754124,22.0042731165,3.4718376,4.88881,0.394653,1.08505339155,0.730770787098,0.0714420930252,0.0506259929232,0.0361298552725
38.6475914755,-4.31752211828,24.9191693813,22.4416079899,4.3742664,1.50578,0.475583,0.701630619655,0.471414159393,0.0703113571261,0.0498247198194,0.0355580169815
37.1418961109,-4.7274523295,25.9037389392,22.2888384227,3.871476,0.99893,0.16619,0.46913198962,0.286394854024,0.110039194794,0.0779770477185,0.0556492680139
37.2382882533,-4.56996156725,26.2470079314,21.4096433868,5.6563584,0.635122,0.293623,0.795683263733,0.364614823653,0.0873054855128,0.0618672648654,0.044152325646
37.4675871004,-4.13840991861,17.3418285432,22.1748161058,2.7026496,5.0,0.0,1.0979630747,0.713663160301,0.0702484711304,0.0497801569316,0.0355262141349
35.2581144467,-4.52481267749,26.168392432,22.1301430055,3.5813064,0.584779,0.21051,0.555838107167,0.538772038128,0.0708175040919,0.05018339062,0.0358139867585
34.5147446629,-4.30603466765,25.3778291868,21.2624671523,3.2837952,0.492814,0.101969,0.769175454336,0.437082781437,0.0579449964109,0.0410615486475,0.0293040733473
32.9656908532,-4.78777063689,25.6098773246,22.5725279627,2.5354224,0.749008,0.214935,0.647272141442,0.479644541695,0.0577944684855,0.0409548800805,0.0292279480278
33.3929251224,-4.40351877541,26.1526545618,22.2308019048,4.6521216,0.394219,0.665349,0.840907363982,0.309526586612,0.056842598753,0.0402803568646,0.028746566335
